Идентификатор События;Тип События;Идентификатор Пользователя;Дата/Время;Источник ;Тип Устройства;Успешный ли звонок;Кол-во Просмотренных Страниц;Сумма заказа
91b2329f-d551-4783-9068-e8703abe4a81;2;2869a9b7-aa9c-452f-8a33-53c42aac14ad;2024-03-22 21:50:00;Опера;;True;;
42827743-363a-4554-bee6-0ab3c7df6cf8;3;2869a9b7-aa9c-452f-8a33-53c42aac14ad;2024-03-22 21:50:00;;;;;6581286
c155f542-5366-4db5-8387-26648023a5cc;4;2869a9b7-aa9c-452f-8a33-53c42aac14ad;2024-03-22 21:50:00;;;;;952314
2b0e734c-9581-48a0-b73a-5a7f3c7fa47e;1;0a7080ed-4589-4d98-b7ab-281b6e0832cf;2024-03-22 21:50:00;Яндекс;Планшет;;26;
18de677f-6206-4fb6-a303-433798c1acd7;2;0a7080ed-4589-4d98-b7ab-281b6e0832cf;2024-03-22 21:50:00;Фейсбук;;False;;
93438d5c-eb38-484b-83e9-2548d491b85d;1;0c6a6b43-4b4a-4566-9126-f0a4ec736b78;2024-03-22 21:50:00;Инстаграмм;Телефон;;75;
d5ad8351-40f4-4534-873e-7fd8bb41b8a7;2;0c6a6b43-4b4a-4566-9126-f0a4ec736b78;2024-03-22 21:50:00;Гугл;;True;;
484e5e17-ed9b-432a-8de8-02a390aafcb1;3;0c6a6b43-4b4a-4566-9126-f0a4ec736b78;2024-03-22 21:50:00;;;;;5320453
d2dddbc5-b999-4e37-813e-01cc74985e42;4;0c6a6b43-4b4a-4566-9126-f0a4ec736b78;2024-03-22 21:50:00;;;;;330258
6b0c7f57-bb21-473d-ac7d-0c738c64b21d;1;3d783330-fdc3-4779-b0ab-e39f2027da2d;2024-03-22 21:50:00;Гугл;Телефон;;5;
ae16036f-26df-4f4e-b168-dd732a88a0a7;2;3d783330-fdc3-4779-b0ab-e39f2027da2d;2024-03-22 21:50:00;Гугл;;True;;
ef1461e9-ac96-4deb-a0ac-e4fec6ccba01;3;3d783330-fdc3-4779-b0ab-e39f2027da2d;2024-03-22 21:50:00;;;;;5082680
91f4aff0-7eef-4dcb-8a1d-1aac1e51a637;4;3d783330-fdc3-4779-b0ab-e39f2027da2d;2024-03-22 21:50:00;;;;;7714813
0a18ea33-3d7f-4cdf-9ac9-1c886c28a668;1;97455dd6-55ab-4de6-9ae3-0b71fb978e3d;2024-03-22 21:50:00;Фейсбук;Десктоп;;94;
f92b6b9b-6b3b-4194-b8b3-2f2bf08503a7;2;97455dd6-55ab-4de6-9ae3-0b71fb978e3d;2024-03-22 21:50:00;Инстаграмм;;True;;
e061850d-5961-448b-b936-78e724fa1c90;3;97455dd6-55ab-4de6-9ae3-0b71fb978e3d;2024-03-22 21:50:00;;;;;5738080
454e3e47-f8ca-4ba8-b674-a7784e675e69;4;97455dd6-55ab-4de6-9ae3-0b71fb978e3d;2024-03-22 21:50:00;;;;;2095965
56acbc40-3494-48a4-b2d5-011ada23f540;1;1d8487f1-3c04-4f6e-b05c-a25cc503597a;2024-03-22 21:50:00;Фейсбук;Телефон;;61;
333d818f-c7d6-4ec0-92f9-14d2eb4838b1;2;1d8487f1-3c04-4f6e-b05c-a25cc503597a;2024-03-22 21:50:00;Гугл;;True;;
4ffbdd74-5bdd-4d58-aced-61043d40cd1d;3;1d8487f1-3c04-4f6e-b05c-a25cc503597a;2024-03-22 21:50:00;;;;;5472185
b6a92f69-b5f4-4107-959d-b17f13abcf61;4;1d8487f1-3c04-4f6e-b05c-a25cc503597a;2024-03-22 21:50:00;;;;;4055033
46cae139-12d4-4b43-a595-eaad6a2e5fab;1;f1849933-15d3-4e9a-a442-13a1d527c396;2024-03-22 21:50:00;Опера;Десктоп;;27;
12d38533-c820-4188-ab4f-523bec3cff9a;2;f1849933-15d3-4e9a-a442-13a1d527c396;2024-03-22 21:50:00;Фейсбук;;False;;
c663e3c0-c91f-4c2b-84ce-8341272f94f8;1;c6d9c08c-2335-469c-bf74-42ff1285f19c;2024-03-22 21:50:00;Гугл;Планшет;;72;
c5fc0d12-e460-4a3d-9cac-c16e59bce3da;1;ca6a2443-0846-48b9-8074-edfb7cb5a834;2024-03-22 21:50:00;Гугл;Планшет;;17;
b626cb4c-c956-452f-ad67-cf4a13952f6b;2;ca6a2443-0846-48b9-8074-edfb7cb5a834;2024-03-22 21:50:00;Инстаграмм;;True;;
77d0363f-70eb-4d0c-a26d-ca51f6eaf42f;3;ca6a2443-0846-48b9-8074-edfb7cb5a834;2024-03-22 21:50:00;;;;;5730073
c698059f-c5ca-4e00-aa5b-8c2e8a1f08a5;1;87769416-1584-48a4-a71f-2691155e37af;2024-03-22 21:50:00;Опера;Телефон;;86;
7dbcb0b0-fed1-47e8-a33c-7949a6455fa3;1;16f03559-0d96-40b1-968d-06320763d7d6;2024-03-22 21:50:00;Инстаграмм;Десктоп;;39;
f3b184b6-391d-4094-a78f-fc48c2f9eea9;2;16f03559-0d96-40b1-968d-06320763d7d6;2024-03-22 21:50:00;Инстаграмм;;True;;
769bb492-58b8-4a6d-8ecf-19cb0639e9ed;3;16f03559-0d96-40b1-968d-06320763d7d6;2024-03-22 21:50:00;;;;;2785093
45ecc0f4-6798-4754-a10f-7b5fac33ccf7;4;16f03559-0d96-40b1-968d-06320763d7d6;2024-03-22 21:50:00;;;;;7212569
849ec439-3425-4274-b2c1-b038977c0d89;1;e54d68fc-6f2c-4c46-a63a-1a3e2403afeb;2024-03-22 21:50:00;Фейсбук;Телефон;;80;
9b99df5f-45b9-431e-8414-306194aae91b;2;e54d68fc-6f2c-4c46-a63a-1a3e2403afeb;2024-03-22 21:50:00;Фейсбук;;True;;
e8143e04-0c23-4de3-b0bf-7ce3e84fc805;3;e54d68fc-6f2c-4c46-a63a-1a3e2403afeb;2024-03-22 21:50:00;;;;;9556020
0291d377-bd34-4a36-8603-84db2fe2eac0;4;e54d68fc-6f2c-4c46-a63a-1a3e2403afeb;2024-03-22 21:50:00;;;;;3624672
dd126112-f185-4884-b029-fa5454a889be;1;d687f400-0db1-4010-9cf8-88c0f123b8d9;2024-03-22 21:50:00;Яндекс;Телефон;;75;
23d01526-2891-4b41-8f0c-84d9de1d9cb6;2;d687f400-0db1-4010-9cf8-88c0f123b8d9;2024-03-22 21:50:00;Инстаграмм;;True;;
d072cc56-8535-4e67-af79-1747333bf489;3;d687f400-0db1-4010-9cf8-88c0f123b8d9;2024-03-22 21:50:00;;;;;466077
d2f6605c-b452-416f-9c70-02a21b17353b;4;d687f400-0db1-4010-9cf8-88c0f123b8d9;2024-03-22 21:50:00;;;;;9425532
dc632ee3-b433-4ff8-aae2-df24b08ba6d2;1;24b861f7-9df1-4a04-ac26-0a665341aa9b;2024-03-22 21:50:00;Яндекс;Телефон;;35;
7e59521c-98fd-4815-a76e-4dfb6b4ac77a;2;24b861f7-9df1-4a04-ac26-0a665341aa9b;2024-03-22 21:50:00;Фейсбук;;False;;
476e6db1-37f2-4bce-a61a-e95f8a760029;1;0c57d6ed-aba7-4bad-bdf8-e720e31fe502;2024-03-22 21:50:00;Яндекс;Телефон;;69;
b5e9ddc7-4aac-4738-a588-0ea88615b85a;2;0c57d6ed-aba7-4bad-bdf8-e720e31fe502;2024-03-22 21:50:00;Яндекс;;True;;
3d125380-4a36-45af-972f-d8e6b099e181;3;0c57d6ed-aba7-4bad-bdf8-e720e31fe502;2024-03-22 21:50:00;;;;;4245394
b28d89a9-38e4-42be-96a5-b9b7dfdd1edc;1;8e085da9-f4d6-4ebf-834a-1e5104bbf963;2024-03-22 21:50:00;Гугл;Десктоп;;56;
7a476395-0b78-432b-b450-c21e0cb64d52;2;8e085da9-f4d6-4ebf-834a-1e5104bbf963;2024-03-22 21:50:00;Фейсбук;;True;;
4ea5c76d-b0fc-49d8-8142-4c31d9631f65;3;8e085da9-f4d6-4ebf-834a-1e5104bbf963;2024-03-22 21:50:00;;;;;8983551
369038ba-cea1-4fe9-b28a-1e805330d278;4;8e085da9-f4d6-4ebf-834a-1e5104bbf963;2024-03-22 21:50:00;;;;;1410375
1b19303e-13e7-4aa1-8840-917afd4ad8dc;1;bccb2e6f-d546-4aee-b47b-f6a8fdd2a392;2024-03-22 21:50:00;Опера;Планшет;;66;
da1b380b-953c-49c8-8d42-c2a67c6b74ba;1;8b3da363-d27a-4981-bbd6-9ec5c682a6c0;2024-03-22 21:50:00;Гугл;Десктоп;;89;
712a4ac4-be7a-4bea-9a03-614749b08d7a;2;8b3da363-d27a-4981-bbd6-9ec5c682a6c0;2024-03-22 21:50:00;Гугл;;True;;
56ccbee9-283f-48c4-8c99-f07855f2ef4d;3;8b3da363-d27a-4981-bbd6-9ec5c682a6c0;2024-03-22 21:50:00;;;;;5277863
6972eb3f-2daa-4066-b353-1b3d3693954b;1;c7378577-ea7d-4c07-900f-54da3aaad059;2024-03-22 21:50:00;Опера;Планшет;;28;
c49e3f45-37f3-4f6a-9b5f-b5410939aa64;2;c7378577-ea7d-4c07-900f-54da3aaad059;2024-03-22 21:50:00;Фейсбук;;False;;
fbeaa931-0c03-4ba8-8ccb-a9cdafe884f3;1;e643a586-0fd6-4ab4-a550-0ab8540ed4d8;2024-03-22 21:50:00;Фейсбук;Десктоп;;39;
632a33a8-4158-4c79-93a6-5d960a53883d;2;e643a586-0fd6-4ab4-a550-0ab8540ed4d8;2024-03-22 21:50:00;Фейсбук;;True;;
b864ce7b-9b1a-41b3-a73a-787ec3212627;3;e643a586-0fd6-4ab4-a550-0ab8540ed4d8;2024-03-22 21:50:00;;;;;6432110
58e1177f-bd29-4507-bd08-9a8a74968ecb;4;e643a586-0fd6-4ab4-a550-0ab8540ed4d8;2024-03-22 21:50:00;;;;;6245960
bca9c417-0220-4f05-8125-c8f0fe5d637d;1;4cc1bfd7-f0a0-454d-bc35-a7b2eb77dcc1;2024-03-22 21:50:00;Фейсбук;Телефон;;91;
a2965e60-cce7-4245-9c1a-77e1af3878b5;2;4cc1bfd7-f0a0-454d-bc35-a7b2eb77dcc1;2024-03-22 21:50:00;Инстаграмм;;False;;
4d1fa8ea-4a98-4cdb-b4e4-b756104f4971;1;091ea046-8fe4-44ca-a4a2-107849ad8af0;2024-03-22 21:50:00;Опера;Телефон;;38;
009a7894-3684-4e6c-b57c-c1ddedf70de9;1;14e20bef-61e1-4910-bbaf-1a3fa60162df;2024-03-22 21:50:00;Яндекс;Десктоп;;61;
3d146520-d8e9-4f88-8ebd-4ea37bd66ed7;2;14e20bef-61e1-4910-bbaf-1a3fa60162df;2024-03-22 21:50:00;Гугл;;False;;
e60e9e52-e52d-4420-8dd9-398defc6fcf5;1;0d2ecbf2-339f-434c-b9c0-bb886f542917;2024-03-22 21:50:00;Гугл;Телефон;;82;
cbb0e5ad-3d68-4852-869d-c32d348af9ea;2;0d2ecbf2-339f-434c-b9c0-bb886f542917;2024-03-22 21:50:00;Фейсбук;;False;;
1bc7966d-ad0a-4302-b1a7-f553e38e9d31;1;59ee713b-ac10-4752-9ca8-83ca55956844;2024-03-22 21:50:00;Фейсбук;Телефон;;29;
fe486967-9b6c-44b1-b437-5f3f026b14da;1;b543bd26-0906-40d8-890e-55bc3978a98d;2024-03-22 21:50:00;Яндекс;Планшет;;29;
c09ea826-ef76-42dd-8af4-39a0d6951706;2;b543bd26-0906-40d8-890e-55bc3978a98d;2024-03-22 21:50:00;Гугл;;True;;
d2ac3d11-c3d6-43a3-ba82-6ea088fdda5c;3;b543bd26-0906-40d8-890e-55bc3978a98d;2024-03-22 21:50:00;;;;;5324966
2f650a6e-9f78-46f2-9c42-c0337fcc3702;4;b543bd26-0906-40d8-890e-55bc3978a98d;2024-03-22 21:50:00;;;;;7044919
9b8ff556-0428-40fd-b8ba-7104a652ca26;1;4f74f2d5-9785-4e2c-9010-65090d75c627;2024-03-22 21:50:00;Инстаграмм;Телефон;;47;
35d79212-c5ca-4166-bb18-e82612c208fc;2;4f74f2d5-9785-4e2c-9010-65090d75c627;2024-03-22 21:50:00;Яндекс;;False;;
42a3b22c-3c54-4293-8893-4ec147c80388;1;a44706e9-cfcb-4805-ba2d-73078399c9ff;2024-03-22 21:50:00;Яндекс;Планшет;;53;
b704cc05-a219-4597-824b-929b377ced32;2;a44706e9-cfcb-4805-ba2d-73078399c9ff;2024-03-22 21:50:00;Яндекс;;True;;
874375c8-bf11-43d9-a9a9-5c6ab3b25106;3;a44706e9-cfcb-4805-ba2d-73078399c9ff;2024-03-22 21:50:00;;;;;7543452
8679e546-0c4f-4d4a-9b4b-712de912e637;4;a44706e9-cfcb-4805-ba2d-73078399c9ff;2024-03-22 21:50:00;;;;;6862212
39748695-37a7-4eb1-a0da-b9166217a5c6;1;f485923d-2d2e-4e04-98f5-811fe6145a2a;2024-03-22 21:50:00;Яндекс;Телефон;;40;
ef8e802c-c9a9-498c-aba3-45e71a095a78;2;f485923d-2d2e-4e04-98f5-811fe6145a2a;2024-03-22 21:50:00;Опера;;True;;
4f0295b4-8837-4f9a-a0bf-e19ba9a93ccb;3;f485923d-2d2e-4e04-98f5-811fe6145a2a;2024-03-22 21:50:00;;;;;4796227
8e1eea3c-7d53-417f-85e4-161548615b99;4;f485923d-2d2e-4e04-98f5-811fe6145a2a;2024-03-22 21:50:00;;;;;4040098
3786282b-5901-43b9-a935-01d76ed9b862;1;9bf3a99d-0e92-4587-b42e-97ee9a29ce39;2024-03-22 21:50:00;Фейсбук;Планшет;;96;
ed9bb664-cfe3-4455-8850-6968a019683c;2;9bf3a99d-0e92-4587-b42e-97ee9a29ce39;2024-03-22 21:50:00;Яндекс;;False;;
1ba6eacb-1ad3-4fc3-a277-04d1b1b53f1a;1;711fdfa8-2804-463e-af80-4c71d1dc8683;2024-03-22 21:50:00;Опера;Телефон;;71;
4dcccfe6-a9e5-4be7-baf3-8f2401f73ebe;1;ecd6e5d2-3d48-41dc-9adf-6a7cc82d1e0f;2024-03-22 21:50:00;Инстаграмм;Телефон;;81;
e40b311d-3fec-4785-935c-5217200daf37;2;ecd6e5d2-3d48-41dc-9adf-6a7cc82d1e0f;2024-03-22 21:50:00;Яндекс;;True;;
478baa98-1c62-44cf-b4c9-8f08fe31f9b1;3;ecd6e5d2-3d48-41dc-9adf-6a7cc82d1e0f;2024-03-22 21:50:00;;;;;2557013
20acce3f-e369-4b87-a98b-d9122921a15d;1;d9fe0cd1-73b9-4c6f-9815-cd1142bce192;2024-03-22 21:50:00;Опера;Телефон;;87;
1772cb0c-ada8-4ed0-89fc-bbc890b0f63e;2;d9fe0cd1-73b9-4c6f-9815-cd1142bce192;2024-03-22 21:50:00;Опера;;False;;
3128f089-5503-400e-8a97-6c50898e4491;1;c6d93bce-30a7-4364-b4f7-b18908c42570;2024-03-22 21:50:00;Яндекс;Телефон;;48;
25438488-488f-47c7-bb44-bcaaeddf575f;2;c6d93bce-30a7-4364-b4f7-b18908c42570;2024-03-22 21:50:00;Гугл;;True;;
60cb053b-dabe-4090-9e38-1b4f6aa55a72;3;c6d93bce-30a7-4364-b4f7-b18908c42570;2024-03-22 21:50:00;;;;;4855784
797e0e55-29e6-4293-85d9-d4b0d8e469b5;4;c6d93bce-30a7-4364-b4f7-b18908c42570;2024-03-22 21:50:00;;;;;2049819
4b46a917-8df2-4844-8493-9d4572b66a8b;1;ab1a7fb9-c7ab-437c-bc33-680332ca1084;2024-03-22 21:50:00;Яндекс;Планшет;;32;
c7383b8d-ef69-42c3-9cb2-2627273d5442;2;ab1a7fb9-c7ab-437c-bc33-680332ca1084;2024-03-22 21:50:00;Опера;;False;;
5718f50f-26bb-4ee0-ad1a-63db7af61581;1;60ccadd2-1f0a-45d5-93be-c2410c82b0d4;2024-03-22 21:50:00;Фейсбук;Десктоп;;49;
41126e70-5e8b-4510-9934-a52235fd62f9;2;60ccadd2-1f0a-45d5-93be-c2410c82b0d4;2024-03-22 21:50:00;Инстаграмм;;True;;
30fdcb05-289e-48fb-aecf-2cf433ae35ef;3;60ccadd2-1f0a-45d5-93be-c2410c82b0d4;2024-03-22 21:50:00;;;;;8123670
3279a4a1-fe81-4f50-adf7-3e4df2045641;4;60ccadd2-1f0a-45d5-93be-c2410c82b0d4;2024-03-22 21:50:00;;;;;1288572
0feb7d44-9af1-42d1-9f77-ae4372c55822;1;a1e00810-1000-42d6-98d4-6fa3647b9524;2024-03-22 21:50:00;Инстаграмм;Телефон;;100;
5939023e-7c99-43a3-9447-1753d800ccab;1;12e2c3dc-ede2-41b0-a83b-a351bf4a8595;2024-03-22 21:50:00;Яндекс;Десктоп;;53;
386b39f2-6623-448c-b02b-78798373dac7;2;12e2c3dc-ede2-41b0-a83b-a351bf4a8595;2024-03-22 21:50:00;Опера;;False;;
67bf4e43-b716-414f-86af-be3eb0eeeb73;1;284ae475-6dc5-4599-8c36-54a8d875234d;2024-03-22 21:50:00;Инстаграмм;Планшет;;58;
3c73c27d-e318-4471-a2ab-d26cd514dbcd;2;284ae475-6dc5-4599-8c36-54a8d875234d;2024-03-22 21:50:00;Яндекс;;True;;
ca4c200c-2c50-491c-b500-0ed766a614a9;3;284ae475-6dc5-4599-8c36-54a8d875234d;2024-03-22 21:50:00;;;;;7722589
ccc72755-703d-472a-a3d8-1a5f73c3fcdb;4;284ae475-6dc5-4599-8c36-54a8d875234d;2024-03-22 21:50:00;;;;;3045203
94b95c17-831d-4600-aa59-5348b362bafe;1;3362bfe0-9754-4d96-8460-2d31b607c8be;2024-03-22 21:50:00;Яндекс;Телефон;;88;
579237bd-50db-4b8c-b854-05a8b8cb1b3f;1;f517ab6e-3562-41ca-9ffc-7fec6966f7fe;2024-03-22 21:50:00;Фейсбук;Телефон;;54;
e6d428ae-658f-488c-9234-44c8904b2f6b;1;9abbbc72-3cb9-4d04-aee2-45a8e0d12977;2024-03-22 21:50:00;Гугл;Десктоп;;48;
0c506de4-5779-4bd7-afa1-87fbea2e6ee6;2;9abbbc72-3cb9-4d04-aee2-45a8e0d12977;2024-03-22 21:50:00;Опера;;True;;
3cadc3a5-77f0-4917-aa29-a076669b2836;3;9abbbc72-3cb9-4d04-aee2-45a8e0d12977;2024-03-22 21:50:00;;;;;864252
0bda5de0-3b73-4e38-8ab8-482bda0d7aa8;1;af274e18-4813-4305-b2f9-85cec3fc65ef;2024-03-22 21:50:00;Опера;Телефон;;84;
df193949-d0f2-483f-9d84-6ca2e6134c07;2;af274e18-4813-4305-b2f9-85cec3fc65ef;2024-03-22 21:50:00;Яндекс;;True;;
9c4291ed-64da-43c1-86a7-07fe7190a366;3;af274e18-4813-4305-b2f9-85cec3fc65ef;2024-03-22 21:50:00;;;;;4028738
0bdb63f9-a06c-45e3-9333-7001a01b556b;1;d1e62373-ede7-4156-bdba-e50a43e8f9db;2024-03-22 21:50:00;Инстаграмм;Планшет;;58;
faa9d957-bbd7-430b-86c5-b3e6f8ca359e;1;16083a23-6d90-4c5f-aa10-d5462d2a3bc5;2024-03-22 21:50:00;Яндекс;Десктоп;;98;
8d0bc2df-e38c-4fc8-a9e9-83b302e33b27;2;16083a23-6d90-4c5f-aa10-d5462d2a3bc5;2024-03-22 21:50:00;Инстаграмм;;False;;
aeb4cd16-fd3b-4122-a655-e9198721734b;1;3a365bf4-9d23-456c-ac4f-003b5e0d2e35;2024-03-22 21:50:00;Яндекс;Телефон;;52;
49ed7e06-79ca-4251-b740-33cbcb7b8685;2;3a365bf4-9d23-456c-ac4f-003b5e0d2e35;2024-03-22 21:50:00;Фейсбук;;True;;
7f919cc6-aebc-4a26-b7eb-837cb2a88228;3;3a365bf4-9d23-456c-ac4f-003b5e0d2e35;2024-03-22 21:50:00;;;;;5386064
9eaa4f3f-2a8f-4414-8385-ec82a2420d25;1;2fdce8a7-f6cc-4905-abd1-01c2538fb061;2024-03-22 21:50:00;Фейсбук;Планшет;;7;
b6aae8dd-42f7-4bf7-a6f9-4cda5ded02f0;2;2fdce8a7-f6cc-4905-abd1-01c2538fb061;2024-03-22 21:50:00;Опера;;True;;
f1368e48-7b5b-4073-a9c2-69fe753bc334;3;2fdce8a7-f6cc-4905-abd1-01c2538fb061;2024-03-22 21:50:00;;;;;7841997
1e02b047-f840-4a14-9236-ccd666d27eb5;1;b4b14c30-b948-471a-9cf6-f42cb06469f4;2024-03-22 21:50:00;Гугл;Планшет;;76;
eec095c1-4fa3-4706-bc35-8f4f6386c7c1;2;b4b14c30-b948-471a-9cf6-f42cb06469f4;2024-03-22 21:50:00;Опера;;False;;
34569af4-961d-47d7-ba49-6993e1541643;1;cb9fb4d5-a37a-4994-a242-b03afe732038;2024-03-22 21:50:00;Фейсбук;Планшет;;97;
3685dea7-10fd-4352-9246-b705c5f9a9fa;2;cb9fb4d5-a37a-4994-a242-b03afe732038;2024-03-22 21:50:00;Яндекс;;True;;
54a145ad-efb4-4819-af09-696001665f3d;3;cb9fb4d5-a37a-4994-a242-b03afe732038;2024-03-22 21:50:00;;;;;8047470
aee0e799-b6a6-481e-89df-d3c33412b286;4;cb9fb4d5-a37a-4994-a242-b03afe732038;2024-03-22 21:50:00;;;;;292714
66557ad0-b1d5-4ebb-ac13-3642bd1952a9;1;279c4532-564d-42a3-8199-0cfe37a35f8b;2024-03-22 21:50:00;Опера;Телефон;;86;
9c3269a2-f33d-4ea7-8a50-bef7063e774f;2;279c4532-564d-42a3-8199-0cfe37a35f8b;2024-03-22 21:50:00;Фейсбук;;True;;
2e81de1c-6718-4ed5-bd91-b2e19af18170;3;279c4532-564d-42a3-8199-0cfe37a35f8b;2024-03-22 21:50:00;;;;;7383167
c2c1422f-ab95-423d-be53-b8c591b14f82;4;279c4532-564d-42a3-8199-0cfe37a35f8b;2024-03-22 21:50:00;;;;;8092435
aa43256b-2f44-4609-b30d-280c6a959472;1;c5b00073-b1c4-4905-8f58-7587c2f61762;2024-03-22 21:50:00;Фейсбук;Десктоп;;22;
511a6429-09a4-4873-8128-d4da649017a4;1;b6ba7cee-83d3-40bb-822a-f1450317a2dd;2024-03-22 21:50:00;Инстаграмм;Десктоп;;52;
13332862-cc3a-41db-a3ba-0f1d6a01a1e0;2;b6ba7cee-83d3-40bb-822a-f1450317a2dd;2024-03-22 21:50:00;Опера;;True;;
6bb2da24-4b93-49d6-8ee9-f128e1eac78f;3;b6ba7cee-83d3-40bb-822a-f1450317a2dd;2024-03-22 21:50:00;;;;;1622585
5f49f3bc-91cc-4eeb-b315-79eb7f3383a3;4;b6ba7cee-83d3-40bb-822a-f1450317a2dd;2024-03-22 21:50:00;;;;;3165156
1965cf1f-8acd-4ecf-af26-d1dab1a88e82;1;0b2f1217-f8ff-4149-9025-4280f6b51296;2024-03-22 21:50:00;Фейсбук;Планшет;;25;
73aeff09-2e28-4609-b0a6-d4260fa5df41;1;5a37a2ae-6233-40b3-8cf8-07f78531bac0;2024-03-22 21:50:00;Опера;Телефон;;45;
a655de65-4c25-45f6-841d-dc63cda04b62;2;5a37a2ae-6233-40b3-8cf8-07f78531bac0;2024-03-22 21:50:00;Гугл;;True;;
d0bf0bd9-7b3f-4dd1-9b87-fc72c9d33ec2;3;5a37a2ae-6233-40b3-8cf8-07f78531bac0;2024-03-22 21:50:00;;;;;2120687
61f221ea-5ba5-4408-9d34-1c50a30d9394;4;5a37a2ae-6233-40b3-8cf8-07f78531bac0;2024-03-22 21:50:00;;;;;2630239
c5a7bbb0-466f-4ebb-94ec-0ebffe769959;1;034765e0-ec57-42dc-842b-25f4806163aa;2024-03-22 21:50:00;Опера;Планшет;;73;
0fdaa331-ca05-4593-b52f-98b8453c23a9;2;034765e0-ec57-42dc-842b-25f4806163aa;2024-03-22 21:50:00;Инстаграмм;;True;;
865762da-32cb-4c23-b591-85a3355399ae;3;034765e0-ec57-42dc-842b-25f4806163aa;2024-03-22 21:50:00;;;;;7298744
7800f2aa-9407-42ff-b297-d5b3415c7236;4;034765e0-ec57-42dc-842b-25f4806163aa;2024-03-22 21:50:00;;;;;9325778
3221ab17-d150-40aa-bf95-0818486fbd27;1;9cd86186-06a5-408d-8a8d-eb378909c60e;2024-03-22 21:50:00;Гугл;Десктоп;;32;
8b43f9ff-b925-469f-a13d-44053a7c8b75;2;9cd86186-06a5-408d-8a8d-eb378909c60e;2024-03-22 21:50:00;Гугл;;True;;
1372efd6-022b-4ec0-8dac-2e49460c6153;3;9cd86186-06a5-408d-8a8d-eb378909c60e;2024-03-22 21:50:00;;;;;8832669
5a8355c4-c61b-412f-9aa4-d70c9984fa44;4;9cd86186-06a5-408d-8a8d-eb378909c60e;2024-03-22 21:50:00;;;;;6261953
9affe7c0-238b-4eb3-bec6-110ef4a048d9;1;9003d48d-bad9-493b-92f1-614d057bd589;2024-03-22 21:50:00;Яндекс;Телефон;;85;
57391db7-598d-4388-8dad-b16b3d9dd2b2;1;e8b1dd3e-622d-463b-8d4b-2324f15b876d;2024-03-22 21:50:00;Опера;Планшет;;18;
89ef3c69-1ec6-4874-987f-ea803b42296c;2;e8b1dd3e-622d-463b-8d4b-2324f15b876d;2024-03-22 21:50:00;Опера;;True;;
0ec44fef-03a5-4903-a9bc-fc445ded4e9a;3;e8b1dd3e-622d-463b-8d4b-2324f15b876d;2024-03-22 21:50:00;;;;;6970601
20fd9da9-4414-42c6-8150-f2717988a43c;4;e8b1dd3e-622d-463b-8d4b-2324f15b876d;2024-03-22 21:50:00;;;;;1814094
e82c6685-a8e0-45e3-b240-b46d4f6164a2;1;378e8ae4-79a7-4435-afad-0a9fee77c017;2024-03-22 21:50:00;Инстаграмм;Телефон;;25;
d8949213-39b3-4ec1-9b92-bdcd94696383;2;378e8ae4-79a7-4435-afad-0a9fee77c017;2024-03-22 21:50:00;Яндекс;;True;;
44dc4ba4-e576-4050-a93c-e2bd05f64cda;3;378e8ae4-79a7-4435-afad-0a9fee77c017;2024-03-22 21:50:00;;;;;6192271
2a462dd5-7f30-40d5-a627-b8a41be6c587;1;5d529218-0658-4488-8fba-399ffbd8a1c7;2024-03-22 21:50:00;Опера;Десктоп;;52;
6b05c1f2-d023-4cc2-8763-4603135c3ea2;2;5d529218-0658-4488-8fba-399ffbd8a1c7;2024-03-22 21:50:00;Фейсбук;;True;;
442feaa5-5960-446c-944b-bebb4a952d48;3;5d529218-0658-4488-8fba-399ffbd8a1c7;2024-03-22 21:50:00;;;;;7573277
08bfe54b-31e0-46d0-af2d-6c5480ad6f97;4;5d529218-0658-4488-8fba-399ffbd8a1c7;2024-03-22 21:50:00;;;;;8396527
2f5f9c06-a21e-444b-b152-6776f1c2052e;1;b9d8de73-e847-4e19-8c0c-3851a09e65f0;2024-03-22 21:50:00;Яндекс;Десктоп;;94;
0a6bcf7e-a30d-4e58-83e9-80a9b9e380cd;1;75d78ac2-92a9-4715-92ef-74d471648670;2024-03-22 21:50:00;Гугл;Планшет;;10;
127f5474-24bb-4895-978f-a674e8208993;2;75d78ac2-92a9-4715-92ef-74d471648670;2024-03-22 21:50:00;Фейсбук;;False;;
61e1c3cd-3381-46ad-85c8-a3fc42026a65;1;531eea60-c9b4-44d0-a507-35f19c9627f5;2024-03-22 21:50:00;Фейсбук;Десктоп;;35;
903b4cc7-c98a-4205-b179-c551aa1f418c;2;531eea60-c9b4-44d0-a507-35f19c9627f5;2024-03-22 21:50:00;Инстаграмм;;True;;
29e74af5-5f67-4c97-8b9b-a20a80dc7540;3;531eea60-c9b4-44d0-a507-35f19c9627f5;2024-03-22 21:50:00;;;;;7594262
aead9d9f-382c-4712-8257-070d83b84d63;1;57ad41e6-b8d2-42ec-acaa-0f49d7ae4d55;2024-03-22 21:50:00;Яндекс;Планшет;;96;
dc624ce2-5069-4ad3-b645-adddb494e8ce;2;57ad41e6-b8d2-42ec-acaa-0f49d7ae4d55;2024-03-22 21:50:00;Фейсбук;;True;;
af01c8dd-a719-4aab-9621-023c9ec220a7;3;57ad41e6-b8d2-42ec-acaa-0f49d7ae4d55;2024-03-22 21:50:00;;;;;7184116
